Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Rating,Review Text,Spoiler Warning
14 May 2021,Not bad. 1st part of a trilogy.,ThomDerd,"267 out of 301 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",267,301,6,"Great visuals, excellent fight scenes, good choices on most of the cast (e.g Kano, Scorpion, Sub-Zero) and just a fun movie overall. If you are familiar with the game, you will like it.Keep in mind that it's a trilogy, so this first film tries to add some background! Luckily there's not much time spent on meaningless conversations and the scenes get into the action parts faster than you would expect. Runtime of 1h 50min is works well; you will not be bored.Fight scenes get more rewarding halfway through, closer to the game style.Also, the idea to rotate this film's story around the rivalry between scorpion and sub-zero worked; it gave some background. Maybe the lead protagonist is not that interesting compared to the other characters but he seems necessary to keep the story moving forward.So, this first film does the job and although not everyone from the game is in it, I m sure all the other favorite characters will appear in the next 2 films and I m looking forward to that.6,5/10 good effort bringing the game on film screen.",
8 November 2021,I hoped for more,Leofwine_draca,"58 out of 74 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",58,74,5,"16 years after the last Hollywood version we get another MORTAL KOMBAT video game adaptation and funnily enough it's about the same quality as the last one. Grittier to begin with and Hiroyuki Sanada is one of those guys who automatically lifts the quality of the thing by his presence alone, but then it ends up turning into the usual CGI dominated cheese fest by the climax. They try to make sense of some kind of plot here which is quite excruciating but by the end it's just the usual intercutting of heavily stylised fights between the player characters. Kudos for the copious gore FX and the CGI isn't as bad as it could have been, but I was hoping for more.",Warning: Spoilers
22 April 2021,Pretty good overall but the lack of a tournament annoyed me.,alvarax,"393 out of 524 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",393,524,7,"I enjoyed MK overall, it was funny, action packed and generally quite faithful as an adaptation. The acting was also really good, with Joe Taslim as Subzero being the highlight for me. I was very disappointed however with the lack of an actual tournament, the fights were either ambush's or quick come and go brawls, there was no structure or rules, which I expected for the first mortal Kombat movie.I also didn't gravitate towards the newcomer Cole, I felt like he was unnecessary, I understand wanting to do your own thing sometimes but this was not one of those times. He also beats an iconic MK character which rubbed me the wrong way, but hopefully we'll see them again. The opening is brilliant and the second act is solid, but it's final act is very rushed and leaves you with little time to take it all in. Pretty good but not what I was hoping for.",Warning: Spoilers
18 April 2021,A valiant effort but exactly what you expect,cyrax-92742,"578 out of 746 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",578,746,7,"Great action and fight choreography as was to be expected from a movie with this title, special effects regarding characters and their abilities were also very well done especially considering the budget constraints this movie had. Storyline was predictable from the beginning and the writing itself isn't gonna win any awards, characters say their catchphrases from the games in key moments of the film, however, one big surprise for me was the character of Kano. He was the biggest and funniest comic relief character in the whole movie, constantly throwing jokes and insults at other characters. Probably one of the funniest, self aware movie characters I've seen in a long time.There are also weird editing jumps in the movie, one moment you're looking at characters interacting and in the next you're looking at something completely different. The movie suffers from a few of these, but given this is the directors first foray into the world of movie making, I'll take that L, most of the other important things were handled with care,If you know what you're getting and your expectations are right, this movie isn't gonna let you down with violence and gore, if you're expecting more then it's gonna be a letdown.",
30 April 2021,B-movie reboot,SnoopyStyle,"46 out of 62 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",46,62,6,"Earth is on the verge of annihilation. After nine victories by Outworld, they are one loss away from the Earth being conquered. Cole Young (Lewis Tan), Sonya Blade (Jessica McNamee), and Liu Kang (Ludi Lin) must defeat the warriors of ruthless Outworld Emperor Shang Tsung (Chin Han).This is a violent, hard-R reboot of the video game adaptation from the 90's. It has scraped off the cheese and speckled on some more action. The special effects are mostly up to date. It's very competent like the competent acting, action, and designs. The story is basic and set up to have more movies in the franchise. Josh Lawson is funny as Kano. The others are less charismatic. The missing ingredient is an A-list actor or an old action star doing a side role cameo. It's an old Hollywood trick but it works. It would give this the illusion of an A-list movie. As it stands, this is a well made B-movie and it's probably enough to continue as a B-movie franchise. Sadly, that road is usually downhill but maybe it could be a long ride.",
16 April 2021,Amazing for fans (but improvable). For the rest... probably less so.,educallejero,"300 out of 445 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",300,445,7,"The good: the story mostly works, the characterizations are insanely good (from costumes to personalities), and the movie is as gory and brutal as needed, actually way funnier than expected, and the CGI for the powers really great.The bad: the story is a bit messy, the characters motivations and reactions not always 100% natural and/or coherent, and the action and fights (with the exception of the ones with Scorpion) are fine, but the choreography and/or filming is kind of weak (easy to improve with a bigger budget and more talent on board).",
23 April 2021,Hell yea!,Calicodreamin,"192 out of 289 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",192,289,8,"I actually quite enjoyed watching this movie! The action was awesome, the jokes were actually funny, and the storyline was fairly well developed. The main characters were badass, and the CGI was stunningly good. I went in with no expectations and was rewarded with a good time. Finish them!",
24 April 2021,Not too bad...main character ruined it for me,patriciajohnson-22048,"534 out of 669 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",534,669,7,"I've seen the older movies of Mortal Kombat, and as cheesy and bad CGI as it was, the fights/tournaments, music, and plots were great. I was excited to see this new movie, and it wasn't that bad, but was still left unsatisfied. I was surprised that I fell in love with Kano; he was charming, hilarious, and prob the best character. Following him, I enjoyed SubZero and his fight scenes. Sonya Blade wasn't too bad too. One character that i had no interest in was the main guy, Cole. He was just boring and unnecessary. Even his ""power"" was....blah. I wish they had Liu Kang as the main guy, his story is more interesting. Another disappointment in this was the lack of tournaments in this movie, that was supposed to be the main plot of the whole movie. In addition, they did Goro dirty in this. His fight scene was short and missed the mark, and even though he was the big villain in the first movie, they showed him for less than 5 minutes in this one. Hopefully they bring him back somehow for a better fight in the 2nd movie. If they do, I'm excited to see my boy Johnny Cage!",Warning: Spoilers
4 October 2021,A bad movie by any measure,alanhowden-86367,"24 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",24,30,3,"Even by the standards of films based on video games this is not good. I've played the games since MK2 so I know the franchise has a stupid story but since the film seems happy taking some big liberties with it it should have been made better, not worse (who TF is the main character anyway and why is his super power having an armoured shirt- there are 80 character on the MK roster there was no need to create Cole blandy Mcbland face).The historical intro of the film is actually not bad but after that the film's watchability dives off a cliff. I've already mentioned that the story is dumb so it's a cardinal sin that large parts of the movie are also boring. The acting (Apart from Scorpion/Sub Zero/Shang Tsung) is awful, nothing really connects, there is no reason to care about Cole or his boring family, everything is all of a sudden far too easy in the end and all that went before is pretty pointless. Even the fight scenes are not particularly good. I really did not like this.",Warning: Spoilers
23 April 2021,"2021 Special Effects, 1990 storyline",jota-b,"372 out of 489 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",372,489,7,"I believe that I'm speaking for most fans when I say that I was expecting this to be loyal to the original storyline - a thought that the movie trailer ended right away. Instead we were presented with lots of deviations, and a sort of ""prequel"" that states a hope to build a cinematic universe around Mortal Kombat for the coming years, which don't get me wrong, is a very good thing. What I do think it's bad is the general acting - regarding some exceptions - along with character build up. Outworld characters appear to fall from the sky with little to no storyline attached to who they are and where they came from, when there was a lot to tell, especially about Shang Tsung, Mileena and Kabal. Actors playing Liu Kang, Kung Lao and particularly Raiden were close to average, along with their argument which was little to none. Kabal's voice was also not adequate to its figure. The guy's breathing through a metal mask and is stuck in an ""iron lung"" and sounds like a young wannabe highschool bully.Now the big elephant in the room, Cole Young. Adding a new character isn't that bad, but a new protagonist... that's an entire different thing. It's a very risky move, mostly because not only shatters the whole storyline, but also because a main character needs to be likeable to the general audience in order to stand. Personally, I found him closer to indifferent than good or bad, just kind of there. Fortunatly we can see that at the end, there's an intention to bring Johny Cage, who should already be present nonetheless along with Kitana (how can we have Mileena without Kitana?).Also there were some unecessary scenes, like Nitara (totally random choice by the way) literally appearing on screen just to die in the following second, following the footsteps of Rain in MK Anihalation. One way to get around that and other unsuited scene changes would be to increase the movie's lenght or simply not screening the character at all.On the upside, Kano's role is incredibly well performed and gives the movie its whole humour, bringing balance and a reality feeling to it. The fighting sequences are good, well shooted from a nice different set of angles, with a lot of movement variety. It's also noticeable they gave enourmous attention to Sub-Zero's special effects, which I think is one the best things in the movie along with some easter eggs like Shinnok's Amulet or Kitana's Fan. Goro's animation is also on a good note.Last but not least, the final standoff between Scorpion and Sub-Zero didn't let down. Very well shooted with an original choreography, and still managing to be loyal to some of the most iconic original moves from the game characters.To summarize, it's a generally well done remake. Although needing a lot of work, mostly on actor's performance and argument, has potential to set the foundations for an upcoming cinematic universe to be explored, which after all these years, MK absolutely deserves.",Warning: Spoilers
23 April 2021,The death sequence of Nitara deserves an 8 alone. I tried the mighty clap with a watermelon at home.,Fella_shibby,"74 out of 112 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",74,112,9,"I enjoyed this tremendously. I got what i wanted. Fast paced non stop action.Some top notch editing, amazing cinematography n amazeballs special effects.No hand held shaky stuff, nothing shot in the dark n no time wasting.The film has oodles of blood and it has one of the best watermelon exploding scene via the mighty clap.The effects of Reptile n Goro is very well done.The only thing i missed is the theme song n the screaming of Mortallll Kombatttt.But i am happy that they retained the iconic dialogues, ""your soul is mine"" and ""flawless victory "".They shud have taken Iko Uwais too.",Warning: Spoilers
24 April 2021,I realize peoples perception is highly skewed and it pains me that they justify it,Healing_Process,"35 out of 48 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,48,4,"People giving this movie a 6+ needs to surely either evaluate their tastes or look deep within themselves to understand what they like in movies. Mortal Kombat Annihilation from 1997 was as cheesy as they come and I can swallow and appreciate the tropes that that movie made compared to the tropes of this one. The post covid sets with the inclusive cast mixed with the marvel universe non-serious humor really left a bad taste in my mouth.The biggest problem with this movie is the fact that they had to find their ""Arcana"" which is some fantasy power move like a Marvel superhero similar to Animality from the 97' MK movie. This movie was a mess with the very small portion of cool video game reference scenery that would make people cheer.Funniest plot idea to me was that they DIDN'T EVEN HAVE THE TOURNAMENT. Yes, you heard me. They never got to the tournament, its only fighting the ""bad guy"" before the tournament (Which is against the rules) and Rayden choosing to let it happen because of the Elder gods rules. Which ultimately leads to Kung Lao's death (again). Then when Rayden is asked why did he let it happen, he said because he cannot help all souls of Earthrealm. Yet, he is willing to let, ya know, one of his prized fighters on earthrealm die to someone who is killing him outside the rules of the tournament.... Nice.Overall just bad movie. I don't care about the video game accuracy or the cheesy one liners or the bad CGI at certain parts. But this was just a poor movie in almost every aspect and it took energy out of me to watch the rest. This is a fan theory Mortal Kombat with failed college projects vibes to the editing and directing.",Warning: Spoilers
5 August 2021,The fans are sick and tired...,Rastifan,"23 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",23,30,1,Of some director getting the keys to a franchise they don't understand and mess it up. They throw in a new character no one gives a damn about and if you are looking for the tournament. There are none. The entire thing was a disappointment. Giving it a 4 for decent fight scenes and because Josh Lawson as Kano steals every scene. The rest of the cast was bland and boring. I didn't care if they lived or died.,Warning: Spoilers
25 April 2021,sighhhhhhhhhhhhh,FeastMode,"45 out of 69 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,69,3,"Things i liked: the opening scene was amazing. The fighting was awesome, beautifully shot, a few too many cuts but i could still see everything. And basically anything with subzero or scorpion was great. And cano was a fun and funny characterthings i hated: everything else.This movie is really bad. I got my hopes up after the first scene, but it was all downhill from there. Everything is bad. Other than subzero and scorpion, the acting is awful. Like really really bad. Every line or facial expression given by sonya blade is laughable. And the guy playing reiko had a tiny part, but every scene he was in, omg, he had the stupidest hammiest over-the-top facial expressions i've ever seen. (he played rictus erectus!? Lol)the dialogue was terrible, the story was nonsense. Pacing is bad, no flow at all. But the worst part, so much of the fighting was terrible, poorly shot, switching between different fights, and mostly unclear. Why???? Some of the fighting was awesome, so why was the rest of it so bad?They can make an amazing MK movie, i do believe that. I hope they eventually do (1 viewing, 4/24/2021)",
20 April 2021,"Fun, gory but could be better!",viantyara,"305 out of 431 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",305,431,7,"I don't really play Mortal Kombat or even follow the concept behind it. But even so, I enjoyed this movie. The fighting choreography is top notch! The costume, the cgi is also worth the hype. I love that they decided to make it rated R. But there's also some things that bothered me, like some bad cinematography, cheesy dialogues, and the somehow boring protagonist. The act 3 of the movie really felt rushed like the writers only had 5 minutes left to finish the script. I hope the sequel will have a better act 3.",
24 April 2021,Finally a Rated R Mortal Kombat!! And it was great,zorba-36271,"126 out of 199 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",126,199,10,"Violent and gory, just like the game! Non stop action. Great fights and a ton of blood. Nicely paced and I love that it harkens to parts of the game. You'll love it!",
25 April 2021,They spelt Kombat wrong,Phil_M_A_Kerr,"108 out of 173 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",108,173,10,"As an old fart, I was surprised at how engaging this new take was. The 1995 version was good fun and this effort maintains the rage. The right mix of kung fu & fantasy. Plenty of laughs, gore, & deliciously cheesy, heartfelt moments.",
23 April 2021,Such a missed opportunity,FinalSmash1689,"322 out of 515 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",322,515,5,"Pros:
The Opening Sequence is AMAZING!!!The Fight Choreography is great.Hiroyuki Sanada is the BEST Actor in this movie.Sub-Zero actually feels very threatening.Cons:
THERE'S NO MORTAL KOMBAT IN THIS MORTAL KOMBAT MOVIE!!!!!!WTF is the point of Cole Young? All these amazing original MK characters and the studio says make a new character as the lead. TERRIBLE Decision!!!Lewis Tan is not a good actor especially considering he's the lead! In fact most of the actors either didn't fit their character or weren't trying hard enough.The Dialogue is BAD. Especially when using the lines from the game. Felt so forced!So many wasted characters: Reptile, Goro, Kabal, Kung Lao etc.Liu Kang, Raiden and Jax were all underused.The villains, aside from Sub-Zero, we're very flat and unthreatening.The script is WEAK. They should've scrapped it and started fresh.I was cautiously looking forward to this. I really loved the games as a kid and the trailer looked great! Sadly, the trailer is the best thing about this film. Every decision feels like a misstep. I don't know who decided to not have the MK Tournament but that was such a mistake. The film has no urgency without it and honestly just felt like they were stalling for time the entire film just to set up a sequel. It's like they were checking boxes with each scene with nothing authentic holding it together. You really don't feel anything for the characters outside of Sub-Zero and Scorpion, and Scorpion is only in two scenes. This whole film feels like a missed opportunity. The animated film Scorpion's Revenge is still the best MK adaptation to date. If you enjoyed this film, I'm happy for you but I struggled to keep watching it. 5/10.",
24 April 2021,Fatal Disengagement...,Xstal,"45 out of 72 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,72,4,"Ticking all the wrong boxes, with appalling acting, action and special defects through a disjointed and disconnected story, you will find it challenging to get to the end and wish you hadn't when you do.",
24 April 2021,7 for nostalgia 6 for a movie as a whole,specopswolfmp,"286 out of 394 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",286,394,7,"I believe I was 12 years old when the first Mortal Kombat came out at the arcades, I would stand in lines meticulously destroying my competition. Watching this movie brought back memories that I hadn't thought about since I was young . To make this short, The nostalgia was perfect, they had all the old champions with a few new mixed in..The beginning was awesome, I really thought it was going to be a different Mortal Kombat movie, However, the beginning is the only drama you see after that its all fights. WHICH WERE AWESOME, but for people looking to see some sort of drama or decent script writing it falls very short.",
17 September 2021,Pathetic,zoliking,"25 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",25,30,1,"If the aim was to take a dump on the IP and alienate the existing fanbase, good job. If it was to turn people who never engaged with the franchise in any way before, probably even better.Shame on whoever wrote this lazily put together nonsense that has nothing to do with any established storylines, nor manages to tell a sane, internally coherent story if we discount the first, and frankly main issue. I'd say this cliché riddled, phoned in pile of **** manages to find the perfect balance between facepalm and cringe, but no, somehow it breaks both of those scales at the same time.The story starts at roughly the right place, though watching the Shirai Ryu get exterminated by the Lin Kuei feels sort of like Batman's or Spiderman's origin story: overtold. Then the unnecessary ""main character"" is shoehorned in, and you know what, I'd be borderline willing to step past that if he was not a character with no traits. I don't mean he's boring, or vanilla, I literally think that when the character was ""developed"" the writer(s) forgot to come up with a personality.And let's not forget about this ridiculous ""arcana"" concept, that allows iconic characters to do what they do without their established gear or cybernetic implants, or in the most extreme case allow them to magically manifest high-tech cybernetic prostetics. The sheer level of laziness in the writing here is detestable.Shame on the director too, who deserves the same kind of props, I never realized you could get performances out of otherwise talented actors that are stiff, over the top and boring at the same time. ""Give me your best crotchity grandpa with kids on his lawn and dial it up to 12"" must have been a sentence heard daily on set. And when the cast and crew were finally free of this ""genius"" and post production finally started, the sound team suddenly had to start putting up with the daily instruction: ""Now put a sci-fi noise in for that magic event"", while the editors had to work with this: ""Okay, so we dirped hard on the fight coreography, so just chip-chop this scene into sub-second pieces so nobody notices that.""The dumb, campy 90'-ies Mortal Kombat was 12 times better than this lazily slapped together. The one good thing about this being so bad, is that the next reboot (however many decades we might need to wait for it) will have to be a home run. It's a simple recipe: get an iconic cast of characters together, get them to Shang Tsung's island by minute 20 and then do the tournament. Nail the fights, the characters, put in some appropriate character devlopment, a dash of humor and crank the epic to 11 at the end. A blind hamster could do it ;)",Warning: Spoilers
24 April 2021,"Solid movie on the ""Mortal Kombat/Street Fighter"" scale",and_shove_it_up_your_butt,"90 out of 149 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",90,149,7,"First things first - I'm super pissed they didn't yell MOORRTTAALLLL KOOMMMBBAAATTT"" even once during the movie. I waited to hear it and was so disappointed *insert thug tear here*Moving on, I thought the movie was solid!! Seeing some of my faves (like Scorpion, Raiden and Sub-Zero) took me back to my youth when I spent hours playing Mortal Kombat, trying to hit fatalities on the wretched Sega controller. It's gory and now that I'm a bit older it can be hard to watch but I knew what to expect going in. All in all MK had great fight scenes, so-so character development and tons of nostalgia. You can't go into these movies thinking they will be Oscar worthy or you'll be disappointed.As they said in Gladiator - I was, in fact, quite entertained and am looking forward to the next one!",
23 April 2021,"Watch if you are a MK fan, otherwise skip it",Leungzy,"40 out of 59 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",40,59,7,"Let's set the expectations first. This movie is based on a video game, not a book or a comic. If you are going into the movie expecting an Oscar winning script or Oscar performances from actors, then you will be disappointed.If you are hoping for a decent screenplay based on the video game with good fight scenes, screen adaptions of your favourite characters and improved choreography and CGI compared to previous Mortal Kombat movies, then you will enjoy this movie. Based on those criteria and scoring this movie from an entertainment point of view, I would give it an 7/10 - I would have loved to have heard the original theme from the 1995 movie in this.I personally didn't have high expectations for this movie due to the fact that very few video games have had good screenplay adaptions. However, I was pleasantly surprised at the job the producers have done for this movie.Although I did not know some of the actors, I thought the casting of the characters was perfect and loved seeing the job they did with them. I especially loved the screen adaptions of the characters special moves... they were a joy to behold. Kano was also surprisingly very funny and the producers did a great job including some of the characters catchphrases. The fictional worlds were also impressive looking in the movie.If you are a fan of the Mortal Kombat game, and you enjoyed the 1995 movie, then this movie is definitely for you. If you are looking for a cheesy entertaining movie to watch then you can't really go astray either with this. If neither of those scenarios apply to you then you should probably give this a miss.",
24 April 2021,Excellent start to what will hopefully end up a trilogy....,Wikkid_Gamez,"103 out of 171 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",103,171,10,"I see a lot of people talking about the lack of certain things like the actual tournament, to much groundwork on background for certain characters and other characters completely missing from the movie, characters not looking the same etc, as well as people saying they wish there had been more action than only about 40-50% of the movie.I just want to point out to everyone that is not aware, that this is supposed to be the beginning of a trilogy (Yes, I am one of those people that follows stuff like that). Had they packed all of that into one movie it would have been overload.I personally think it was an excellent start! Excellent character casting and personality building on everyone. I love all the visual, Outworld and the temple on Earth. As well as all the visual hints in the movie of future character's for those of us that are a little obsessive.I like the music upgrades, they still have the feel of the original and bring back memories with a slightly more contemporary vibe to keep it from sounding dated. Crossing my fingers that this first installment does well enough so that the next installment goes ahead. The only reason that I am worried that it may not is because of everything thats happened over the past year, not because of the movie not being good enough.I personally loved this movie, as the first of a trilogy. If it were a stand alone I may be a little disappointed that certain personal favorites *cough* Katana *cough* Nightwolf *cough* were not in it, however, I saw Katana's blade fan in the temple although it didn't get a neon sign the way Shinnok's amulet did when Kano tried to steal it, and one of the newspaper clippings on Sonya Blade's research wall pointed to a possibility for a future Nightwolf to me. But between those hints and the big hint (blazing neon sign really lol) at the end when Cole Young heads to Hollywood and as he leaves a movie poster for Johnny Cage as Citizen Cage is left in focus of the camera spell out for some excellent future possibilities/probabilities. They would have had to include other realms in this movie to pull in characters like Katana and again, that probably would have been information overload for one movie. They are taking their time and doing this right and I for one appreciate it greatly!Looking forward to the next installment of this trilogy!",
1 May 2021,Weak pathetic fools.,MikeHunt1075,"35 out of 54 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,54,4,"Who green lit this to be made this way? I guess New Line figured if it could contain blood and gore it would succeed, but even that is lackluster here.There is 25 to 30 years worth of Mortal Kombat games and backstories to choose from and yet they introduce a brand new character named Cole who adds nothing to the film other than figuring out he can grow a poor man's version of Aquamans top.The plot is weak. Shang T-Sung is killing off those who will fight in the Mortal Kombat tournament for Earth.... and we get no tournament??? Really?The introduction to these characters is bad, and the villains are introduced so badly they belong in Mortal Kombat: Anhilation. Yes. Its that Bad! Shang T-Sung literally says each of his henchman names so the audience knows who they are... all located on a terrible bridge of some sort.The movie becomes a train wreck with just about every decision it makes. It had potential to go places, but it just gets swept of its feet and fatalitied.It's plan is to make a sequel. Why bother? Who cares where these characters are going and who will be in the next one? It's not worth continuing.",
24 April 2021,Looking Good Kombat,kosmasp,"33 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,53,8,"Considering the other real life action adaptations of the game ... this is quite a great movie! Now especially the first one was so ridiculous that it was kinda fun. That does not mean you will like it - but hopefully you will like this one. The action is really good (and quite violent just so you know), the acting is also more than solid, which includes script and dialog. Always considering the nature of the movie that is.This is not Shakespeare, this is not meant to have a big story. Bad guys want to destroy the Earth (realm), good guys fight to protect it ... I mean it really is simple as that. The twists and turns can be guessed or seen at least most of the time ... but the movie is entertaining nevertheless. And it looks so good ... not sure how much money they invested, but it was worth it. Yes these movies do not win best cinematography and stuff like that, but that does not mean they cannot have brilliant people as DPs. Maybe I'm exaggerating, but I really enjoyed this one and if you decide to watch this (because you like the genre and/or the games) you will not be dissapointed.",
23 April 2021,Was awesome,duleewopper,"106 out of 165 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",106,165,10,I got a movie effort on what I expected. Yeah a video game. At least it had substance and is willing to go further bc there are more characters. But it established a basis. And was willing to show more.,
4 May 2021,"If you want to watch it, don't let negative reviews stop you.",pash46,"59 out of 85 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",59,85,7,"I'll try to say as little as possible so no spoilers.I, personally wanted to watch it and changed my mind the first time going to a theater as I read some reviews here. I'm glad I changed my mind again and went to see it.I enjoyed the whole movie,and looking forward to next one. The negative reviews mostly say couple of things : 1 bad acting 2 not enough action..
Well firstly it's not an oscar reaching drama so for acting - acting was fine, all characters were in their style and some even better than expected.The movie has plenty of action but you gotta keep in mind that it's clearly made to be continued soon, so this film gives a nice welcome to MK world. Well balanced story good action and def fun MK fights....these reviewers must have lost the love for MK world, but it's easier to criticize the movie vs recognizing that they too old for this .lol..Ignore negative reviews, go watch it and enjoy.",
25 April 2021,Get out of here!,Entertainmentsparadise,"14 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,19,3,"Unfortunately, Mortal Kombat doesn't live up to the hype. I sit here and I am trying to find the good in this film .....The plot is rushed and doesn't develop well. A lot of logical things that don't make sense for seasoned Mortal Kombat fans.This is Mortal Kombat, I don't understand how the amateurs magically get powers, master them and easily defeat the ""bad guys"".They made strong characters weak!The few fatalities we seen were gruesome. Yet there wasn't enough. If you played the Mortal Kombat video games, this doesn't compare.This film is just a introductory set up for a part 2.Verdict: Disappointment, there was solid action moments, yet it just felt like a tease without clear purpose relating to the basic outline of what Mortal Kombat is.",
